Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,,,,,,,9.6008,,,,,,,,0,0.0000,0.0000,9.6008,283.4930,769.2568,56.3424,283.4930,769.2568,46.7416
1,Line,,,,,,,9.6008,,,,,,,,0,0.0000,0.0000,9.6008,249.0634,767.4054,56.3424,249.0634,767.4054,46.7416
1,Line,,,,,,,9.6008,,,,,,,,0,0.0000,0.0000,9.6008,225.9196,739.5708,56.3424,225.9196,739.5708,46.7416
1,Line,,,,,,,9.6008,,,,,,,,0,0.0000,0.0000,9.6008,231.2893,750.9672,56.3424,231.2893,750.9672,46.7416
1,Line,,,,,,,9.6008,,,,,,,,0,0.0000,0.0000,9.6008,239.1832,760.4611,56.3424,239.1832,760.4611,46.7416
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,342.8613,-23.6096,27.0868,339.7552,-23.6096,27.0868
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,342.8613,16.9683,3.6299,339.7552,16.9683,3.6299
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,342.8613,106.3163,41.8325,339.7552,106.3163,41.8325
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,345.9675,76.7622,29.1399,342.8613,76.7622,29.1399
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,345.9675,88.0461,39.2011,342.8613,88.0461,39.2011
1,Line,,,,,,,3.1061,,,,,,,,180,-3.1061,0.0000,0.0000,183.4124,22.9321,27.1419,186.5185,22.9321,27.1419
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,345.9675,90.8297,1.1172,342.8613,90.8297,1.1172
1,Line,,,,,,,3.1061,,,,,,,,180,-3.1061,0.0000,0.0000,180.2614,85.3293,38.2463,183.3675,85.3293,38.2463
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,345.9675,19.8516,21.9752,342.8613,19.8516,21.9752
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,345.9675,-18.4826,14.0367,342.8613,-18.4826,14.0367
1,Line,,,,,,,3.1061,,,,,,,,180,-3.1061,0.0000,0.0000,180.2614,110.2567,9.3461,183.3675,110.2567,9.3461
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,342.8613,100.4667,44.2585,339.7552,100.4667,44.2585
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,345.9675,17.9343,11.9251,342.8613,17.9343,11.9251
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,345.9675,-19.5264,19.0898,342.8613,-19.5264,19.0898
1,Line,,,,,,,3.1061,,,,,,,,180,-3.1061,0.0000,0.0000,183.3675,117.6169,27.0868,186.4737,117.6169,27.0868
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,345.9675,-6.3251,39.2011,342.8613,-6.3251,39.2011
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,345.9675,83.4415,36.8837,342.8613,83.4415,36.8837
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,345.9675,-8.4340,2.7386,342.8613,-8.4340,2.7386
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,345.9675,75.1428,24.2412,342.8613,75.1428,24.2412
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,345.9675,95.9747,0.8188,342.8613,95.9747,0.8188
